id	count	name	formula
669	1	1-(5-CARBOXYPENTYL)-5-(2,6-DICHLOROBENZYLOXY)-1H-INDOLE-2-CARBOXYLIC ACID	C22 H21 CL2 N O5
AYD	1	4-{[(4'-AMINO-2'-METHYLPYRIMIDIN-5'-YL)METHYL]AMINO}PENT-3-ENYL DIPHOSPHATE	C11 H20 N4 O7 P2
NDE	1	ADENOSINE 5'-(TRIHYDROGEN DIPHOSPHATE) P'-5'-ESTER WITH 3-(AMINOCARBONYL)-4-(1-HYDROXYL-2-OXO-3-PHOSPHONOOXY-PROPYL)-1-BETA-D-RIBOFURANOSYLPYRIDINIUM INNER SALT	C24 H32 N7 O20 P3
A3M	1	2-AMINO-3-METHYL-1-PYRROLIDIN-1-YL-BUTAN-1-ONE	C9 H18 N2 O
AFN	1	8,9-DIHYDRO-9-HYDROXY-AFLATOXIN B1	C17 H14 O7
TFT	1	(L)-ALPHA-THREOFURANOSYL-THYMINE-3'-MONOPHOSPHATE	C9 H13 N2 O8 P
7A8	1	(1R)-DIMETHYL-(4-METHYL-CYCLOHEX-3-ENYL)-AMINE	C9 H17 N
2BN	1	(1R,4S)-2-AZABORNANE	C9 H17 N
BP2	1	(+)-BORNYL DIPHOSPHATE	C10 H17 O7 P2 -3
RSD	1	RESPINOMYCIN D	C51 H75 N2 O22 1
U3H	1	3'-DEOXY-URIDINE 5'-TRIPHOSPHATE	C9 H17 N2 O14 P3
PFA	1	[4-(4-HYDROXY-3-ISOPROPYL-PHENOXY)-3,5-DIMETHYL-PHENYL]-6-AZAURACIL	C20 H21 N3 O4
ASR	1	4-AMINOPHENYLARSONIC ACID	C6 H8 AS N O3
10J	1	3-{5-[(2E,4AR,7AR)-6-BENZOYL-2-IMINO-3-METHYL-4-OXOOCTAHYDRO-7AH-PYRROLO[3,4-D]PYRIMIDIN-7A-YL]THIOPHEN-3-YL}BENZONITRILE	C25 H21 N5 O2 S
TNC	1	4-DIMETHYLAMINO-1,10,11,12-TETRAHYDROXY-3-OXO-3,4,4A,5-TETRAHYDRO-NAPHTHACENE-2-CARBOXYLIC ACID AMIDE	C21 H20 N2 O6
ADL	1	(1,8-DIHYDROXY-9-OXO-9,10-DIHYDRO-ANTHRACEN-2-YL)-ACETIC ACID	C16 H12 O5
OAL	1	(1,8-DIHYDROXY-9,10-DIOXO-9,10-DIHYDRO-ANTHRACEN-2-YL)-ACETIC ACID	C16 H10 O6
NOM	1	7-HYDROXY-5-METHYL-3,3A,5,11B-TETRAHYDRO-1,4-DIOXA-CYCLOPENTA[A]ANTHRACENE-2,6,11-TRIONE	C16 H12 O6
LVN	1	(3S)-4-OXO-L-VALINE	C5 H9 N O3
DMZ	1	4-METHYL-N-METHYL-N-(2-PHENYL-2H-PYRAZOL-3-YL)BENZENESULFONAMIDE	C17 H17 N3 O2 S
DKT	1	4-[2-(3-BENZYLOXYCARBONYLAMINO-4-CYCLOHEXYL-1-HYDROXY-2-OXO-BUTYLAMINO)-5-GUANIDINO-PENTANOYLAMINO]-4-(1-CARBOXY-2-CYCLOHEXYL-ETHYLCARBAMOYL)-BUTYRIC ACID	C38 H57 N7 O10
GOM	1	GLUTAMOL-AMP	C15 H22 N6 O9 P -1
GDR	1	GUANOSINE-5'-DIPHOSPHATE-RHAMNOSE	C16 H25 N5 O15 P2
LY1	1	8,9-DICHLORO-2,3,4,5-TETRAHYDRO-1H-BENZO[C]AZEPINE	C10 H11 CL2 N
IDI	1	7-IODO-1,2,3,4-TETRAHYDRO-ISOQUINOLINE	C9 H10 I N
TBC	1	(9S,10R)-9-HYDROXY-7,8,9,10-TETRAHYDROBENZO[A]PYRENE	C20 H16 O
PZO	1	PYRAZOLE	C3 H4 N2
TIN	1	2-{(5-{[BUTYL-(2-CYCLOHEXYL-ETHYL)-AMINO]-METHYL}-2'-METHYL-BIPHENYL-2-CARBONYL)-AMINO]-4-METHYLSULFANYL-BUTYRIC ACID	C32 H46 N2 O3 S
FTH	1	1-[2-(4-CYANO-BENZYLAMINO)-3-(3-METHYL-3H-IMIDAZOL-4-YL)-PROPIONYL]-5-NAPHTHALEN-1-YL-1,2,3,6-TETRAHYDRO-PYRIDINE-4-CARBONITRILE	C31 H28 N6 O
FTI	1	1-{2-[3-(4-CYANO-BENZYL)-3H-IMIDAZOL-4-YL]-ACETYL}-5-NAPHTHALEN-1-YL-1,2,3,6-TETRAHYDRO-PYRIDINE-4-CARBONITRILE	C29 H23 N5 O
44D	1	7-[5-(4-AMINO-5-HYDROXY-6-METHYL-TETRAHYDRO-PYRAN-2-YLOXY)-4-HYDROXY-6-METHYL-TETRAHYDRO-PYRAN-2-YLOXY]-6,9,11-TRIHYDROXY-9-(2-HYDROXY-ACETYL)-7,8,9,10-TETRAHYDRO-NAPHTHACENE-5,12-DIONE	C32 H37 N O13
GND	1	2-AMINO-5-GUANIDINO-PENTANOIC ACID	C6 H15 N4 O2 1
TYN	1	AMINOBENZOFURAZAN-O-TYROSINE	C15 H16 N4 O4
MHC	1	3-MERCAPTO-1-(1,3,4,9-TETRAHYDRO-B-CARBOLIN-2-YL)-PROPAN-1-ONE	C14 H16 N2 O S
DOE	1	(S)-2-(4-(2-(2-HYDROXYETHYLTHIO)-ACETAMIDO)-BENZYL)-1,4,7,10-TETRAAZACYCLODODECANE-N,N',N'',N'''-TETRAACETATE	C27 H41 N5 O10 S
DOF	1	(S)-2-(4-NITROBENZYL)-1,4,7,10-TETRAAZACYCLODODECANE-N,N',N'',N'''-TETRAACETATE	C23 H33 N5 O10
ABB	1	(2S,4R)-1-ACETYL-N-[(1S)-4-[(AMINOIMINOMETHYL)AMINO]-1-(2-BENZOTHIAZOLYLCARBONYL)BUTYL]-4-HYDROXY-2-PYRROLIDINECARBOXAMIDE	C20 H26 N6 O4 S
DP4	1	(1S,4S)-4-[DIMETHYL(PHENYL)SILYL]-1-METHYLPIPERIDINE 1-OXIDE	C14 H23 N O SI
2BF	1	ALPHA-BENZYL-AMINOBENZYL-PHOSPHONIC ACID	C14 H16 N O3 P
MON	1	4-(2-{[4-{[3-(4-CHLOROPHENYL)PROPYL]SULFANYL}-6-(1-PIPERAZINYL)-1,3,5-TRIAZIN-2-YL]AMINO}ETHYL)PHENOL	C24 H29 CL N6 O S
FR0	1	N''-(4-(5-((1H-BENZIMIDAZOL-2-YLAMINO)METHYL)-2-THIENYL)-1,3-THIAZOL-2-YL)GUANIDINE	C16 H15 N7 S2
FR2	1	1-((1R)-1-(HYDROXYMETHYL)-3-PHENYLPROPYL)-1H-IMIDAZOLE-4-CARBOXAMIDE	C14 H17 N3 O2
FR3	1	1-((1R)-1-(HYDROXYMETHYL)-3-(1-NAPHTHYL)PROPYL)-1H-IMIDAZOLE-4-CARBOXAMIDE	C18 H19 N3 O2
FR5	1	1-((1R)-1-(HYDROXYMETHYL)-3-(6-((3-(1-METHYL-1H-BENZIMIDAZOL-2-YL)PROPANOYL)AMINO)-1H-INDOL-1-YL)PROPYL)-1H-IMIDAZOLE-4-CARBOXAMIDE	C27 H29 N7 O3
RP1	1	6-(6-AMINO-PURIN-9-YL)-2-THIOXO-TETRAHYDRO-2-FURO[3,2-D][1,3,2]DIOXAPHOSPHININE-2,7-DIOL	C10 H12 N5 O5 P S
NEB	1	2-DEOXY-D-STREPTAMINE	C6 H15 N2 O3 1
DNT	1	2-[1-METHYLHEXYL]-4,6-DINITROPHENOL	C13 H18 N2 O5
MYD	1	{[5-(6-AMINO-PURIN-7-YL)-3,4-DIHYDROXY-TETRAHYDRO-FURAN-2-YLMETHOXY]-HYDROXY-PHOSPHORYLMETHYL}-PHOSPHONIC ACID MONO-[2-(4-HYDROXY-6-METHOXY-7-METHYL-3-OXO-1,3-DIHYDRO-ISOBENZOFURAN-5-YL)-ETHYL] ESTER	C23 H29 N5 O13 P2
0EX	1	6-AMINO-4-[2-(BENZYLAMINO)ETHYL]-2-[(2-PHENYLETHYL)AMINO]-1,7-DIHYDRO-8H-IMIDAZO[4,5-G]QUINAZOLIN-8-ONE	C26 H27 N7 O
RRP	1	3-({4-[(6-CHLORO-1-BENZOTHIEN-2-YL)SULFONYL]-2-OXOPIPERAZIN-1-YL}METHYL)BENZENECARBOXIMIDAMIDE	C20 H19 CL N4 O3 S2
RRR	1	4-{[(E)-2-(5-CHLOROTHIEN-2-YL)VINYL]SULFONYL}-1-(1H-PYRROLO[3,2-C]PYRIDIN-2-YLMETHYL)PIPERAZIN-2-ONE	C18 H17 CL N4 O3 S2
RDR	1	4-[(6-CHLORO-1-BENZOTHIEN-2-YL)SULFONYL]-1-{[1-(2-HYDROXYETHYL)-1H-PYRROLO[3,2-C]PYRIDIN-2-YL]METHYL}PIPERAZIN-2-ONE	C22 H21 CL N4 O4 S2
RTR	1	4-({4-[(6-CHLORO-1-BENZOTHIEN-2-YL)SULFONYL]-2-OXOPIPERAZIN-1-YL}METHYL)BENZENECARBOXIMIDAMIDE	C20 H19 CL N4 O3 S2
NPA	1	2-(4-HYDROXY-3-NITROPHENYL)ACETIC ACID	C8 H7 N O5
MTR	1	(5-METHYL-6-OXO-1,6-DIHYDRO-PYRIDIN-3-YL)-1,2-DIDEOXY-RIBOFURANOSE-5-MONOPHOSPHATE	C11 H16 N O7 P
UBB	1	2',3'-DIDEOXY-URIDINE-5'-MONOPHOSPHATE	C9 H13 N2 O7 P
153	1	(2S)-2-[(2,4-DICHLORO-BENZOYL)-(3-TRIFLUOROMETHYL-BENZYL)-AMINO]-3-PHENYL-PROPIONIC ACID	C24 H18 CL2 F3 N O3
154	1	(2S)-2-[(5-BENZOFURAN-2-YL-THIOPHEN-2-YLMETHYL)-(2,4-DICHLORO-BENZOYL)-AMINO]-3-PHENYL-PROPIONIC ACID	C29 H21 CL2 N O4 S
TCC	1	2-(2,4-DICHLORO-PHENYLAMINO)-PHENOL	C12 H9 CL2 N O
FTB	1	N-{4-[1-(2-FLUOROBENZYL)-3-BUTYL-2,6-DIOXO-2,3,6,7-TETRAHYDRO-1H-PURIN-8-YLMETHYL]-PHENYL}-ACETAMIDE	C25 H26 F N5 O3
2C5	1	2-CHLORO-5-(3-CHLORO-PHENYL)-6-[(4-CYANO-PHENYL)-(3-METHYL-3H-IMIDAZOL-4-YL)- METHOXYMETHYL]-NICOTINONITRILE	C25 H17 CL2 N5 O
NTC	1	2-HYDROXY-2-NITROMETHYL SUCCINIC ACID	C5 H7 N O7
LPS	1	O-{HYDROXY[((2R)-2-HYDROXY-3-{[(1S)-1-HYDROXYPENTADECYL]OXY}PROPYL)OXY]PHOSPHORYL}-L-SERINE	C21 H44 N O9 P
FTL	1	4-[(3-CYANO-BENZYL)-(3-METHYL-3H-IMIDAZOL-4-YLMETHYL)-AMINO]-2-NAPHTHALEN-1-YL-BENZONITRILE	C30 H23 N5
750	1	5-(2-MORPHOLIN-4-YLETHOXY)BENZOFURAN-2-CARBOXYLIC ACID ((S)-3-METHYL-1-{(S)-3-OXO-1-[2-(3-PYRIDIN-2-YLPHENYL)ACETYL]AZEPAN-4-YLCARBAMOYL}BUTYL)AMIDE	C40 H47 N5 O7
989	1	2-{[4-(2-ACETYLAMINO-2-PENTYLCARBAMOYL-ETHYL)-NAPHTHALEN-1-YL]-OXALYL-AMINO}-BENZOIC ACID	C29 H31 N3 O7
2CA	1	BENZOFURAN-2-CARBOXYLIC ACID {(S)-3-METHYL-1-[3-OXO-1-(PYRIDIN-2-YLSULFONYL)AZEPAN-4-YLCARBAMOYL]BUTYL}AMIDE	C26 H30 N4 O6 S
MN7	1	1-CARBOXY-4-ISOBUTYLAMINOMETHYLBENZENE	C12 H17 N O2
MN2	1	1-CARBOXYETHYLAMINOMETHYL-4-AMINOMETHYLBENZENE	C11 H17 N2 O2 1
MN8	1	2-(4-CARCOXY-5-ISOPROPYLTHIAZOLYL)BENZOPIPERIDINE	C16 H18 N2 O2 S
L86	1	(11S)-11-BENZYL-6-CHLORO-1,2,10,11,12,13,14,15,16,17,18,19-DODECAHYDRO-5,9-METHANO-2,5,8,10,13,17-BENZOHEXAAZACYCLOHENICOSINE-3,24-DIONE	C27 H33 CL N6 O2
159	1	2-HYDROXY-5-(2-MERCAPTO-ETHYLSULFAMOYL)-BENZOIC ACID	C9 H11 N O5 S2
SFM	1	(13E,15E)-(3S,6S,9R,10R,11S,12S,18S,21S)-10,12-DIHYDROXY-3-(3-HYDROXYBEN-ZYL)-18-((E)-3-HYDROXY-1-METHYLPROPENYL)-6-ISOPROPYL-11-METHYL-9-(3-OXO-BUTYL)-19-OXA-1,4,7,25-TETRAAZA-BICYCLO[19.3.1]PENTACOSA-13,15-DIENE-2,5,8,20-TETRAONE	C39 H56 N4 O10
160	1	3-(3-{2-[(5-METHANESULFONYL-THIOPHENE-2-CARBONYL)-AMINO]-ETHYLDISULFANYLMETHYL}- BENZENESULFONYLAMINO)-4-OXO-PENTANOIC ACID	C20 H24 N2 O8 S5
161	1	5-[4-(1-CARBOXYMETHYL-2-OXO-PROPYLCARBAMOYL)-BENZYLSULFAMOYL]-2-HYDROXY-BENZOIC ACID	C20 H20 N2 O9 S
TCT	1	6-(4-CHLORO-2-HYDROXY-PHENOXY)-NAPHTHALEN-2-OL	C16 H11 CL O3
515	1	3-({5-[(N-ACETYL-3-{4-[(CARBOXYCARBONYL)(2-CARBOXYPHENYL)AMINO]-1-NAPHTHYL}-L-ALANYL)AMINO]PENTYL}OXY)-2-NAPHTHOIC ACID	C40 H37 N3 O10
794	1	2-[(CARBOXYCARBONYL)(1-NAPHTHYL)AMINO]BENZOIC ACID	C19 H13 N O5
4ND	1	N4-(N,N-DIPHENYLCARBAMOYL)-AMINOGUANIDINE	C14 H15 N5 O
3NH	1	(3S)-TETRAHYDROFURAN-3-YL (1R,2S)-3-[4-((1R)-2-{[(S)-AMINO(HYDROXY)METHYL]OXY}-2,3-DIHYDRO-1H-INDEN-1-YL)-2-BENZYL-3-OXOPYRROLIDIN-2-YL]-1-BENZYL-2-HYDROXYPROPYLCARBAMATE	C36 H43 N3 O7
L27	1	{1-BENZYL-3-[2-BENZYL-3-OXO-4-(1-OXO-1,2,3,4-TETRAHYDRO- ISOQUINOLIN-4-YL)-2,3-DIHYDRO-1H-PYRROL-2-YL]-2- HYDROXY-PROPYL}-CARBAMIC ACID TETRAHYDRO-FURAN-3-YL ESTER	C35 H37 N3 O6
LGZ	1	CARBAMIC ACID 1-{5-BENZYL-5-[2-HYDROXY-4-PHENYL-3-(TETRAHYDRO-FURAN- 3-YLOXYCARBONYLAMINO)-BUTYL]-4-OXO-4,5-DIHYDRO-1H-PYRROL-3-YL}- INDAN-2-YL ESTER	C36 H39 N3 O7
ARL	1	7-(3,5-DITERT-BUTYLPHENYL)-3-METHYLOCTA-2,4,6-TRIENOIC ACID	C23 H32 O2
C4P	1	N-[(1R)-2-(BENZYLSULFANYL)-1-FORMYLETHYL]-N-(MORPHOLIN-4-YLCARBONYL)-L-PHENYLALANINAMIDE	C24 H29 N3 O4 S
A66	1	2-AMINOETHYLLYSINE-CARBONYLMETHYLENE-ADENINE	C15 H24 N8 O3
T66	1	2-AMINOETHYLLYSINE-CARBONYLMETHYLENE-THYMINE	C15 H25 N5 O5
C66	1	2-AMINOETHYLLYSINE-CARBONYLMETHYLENE-CYTOSINE	C14 H24 N6 O4
RT	1	RIBOSYLTHYMINE-5'-MONOPHOSPHATE	C10 H15 N2 O9 P
T76	1	(6R,21AS)-17-CHLORO-6-CYCLOHEXYL-2,3,6,7,10,11,19,20-OCTAHYDRO-1H,5H-PYRROLO[1,2-K][1,4,8,11,14]BENZOXATETRAAZA-CYCLOHEPTADECINE-5,8,12,21(9H,13H,21AH)-TETRONE	C25 H33 CL N4 O5
AY1	1	ANTIMYCIN A1	C27 H44 N2 O9
0YQ	1	2,2'-[(2-{[2-({[(2S,3S,4R,5R)-5-(2,4-DIOXO-3,4-DIHYDROPYRIMIDIN-1(2H)-YL)-3,4-DIHYDROXYTETRAHYDROFURAN-2-YL]CARBONYL}AMINO)ETHYL]AMINO}-2-OXOETHYL)IMINO]DIACETIC ACID (NON-PREFERRED NAME)	C17 H23 N5 O11
UCM	1	REL-(9R,12S)-9,10,11,12-TETRAHYDRO-9,12-EPOXY-1H-DIINDOLO[1,2,3-FG:3',2',1'-KL]PYRROLO[3,4-I][1,6]BENZODIAZOCINE-1,3(2H)-DIONE	C24 H15 N3 O3
JG7	1	(2S,4R)-4-[2-CHLORANYL-4-(4-ETHYLPIPERAZIN-1-YL)PHENYL]SULFONYL-N-[1-(IMINOMETHYL)CYCLOPROPYL]-1-[1-(TRIFLUOROMETHYL)CYCLOPROPYL]CARBONYL-PYRROLIDINE-2-CARBOXAMIDE	C26 H33 CL F3 N5 O4 S
FG1	1	N-[4-(2-{2-[3-(2-BROMO-ACETYLAMINO)-PROPIONYLAMINO]-3-HYDROXY-PROPIONYLAMINO}-ETHYL)-PHENYL]-OXALAMIC ACID	C18 H23 BR N4 O7
BGN	1	N-BUTANOYL-2-AMINO-2-DEOXY-GLUCOPYRANOSIDE	C10 H19 N O6
964	1	3-(4-{2-[2-(2-BROMO-ACETYLAMINO)-ETHYLDISULFANYL]-ETHYLCARBAMOYL}-CYCLOHEXYLCARBAMOYL)-PYRAZINE-2-CARBOXYLIC ACID	C19 H27 N5 O5 S2
HPN	1	HEPTANAMIDE	C7 H15 N O
5K3	1	4-[(3S)-3-HYDROXY-3-METHOXYPROPYL]PHENOL	C10 H14 O3
DCJ	1	N-((1-(2,6-DICARBOXYPYRIDIN-4-YL)-1H-1,2,3-TRIAZOL-4-YL)METHYL)-2-HYDROXY-N,N-DIMETHYLETHANAMINIUM	C14 H18 N5 O5 1
CXB	1	[(2-AMINO-ALPHA-METHOXYIMINO-4-THIAZOLYLACETYL)AMINO]METHYLBORONIC ACID	C7 H11 B N4 O4 S
DRF	1	(2S)-2-ETHOXY-3-{4-[2-(10H-PHENOXAZIN-10-YL)ETHOXY]PHENYL}PROPANOIC ACID	C25 H25 N O5
901	1	2-[(4-{2-ACETYLAMINO-2-[4-(1-CARBOXY-3-METHYLSULFANYL-PROPYLCARBAMOYL)-BUTYLCARBAMOYL]-ETHYL}-2-ETHYL-PHENYL)-OXALYL-AMINO]-BENZOIC ACID	C32 H40 N4 O10 S
ANF	1	ANTHRONE	C14 H10 O
3ME	1	2'-O-{2-[2-(DIMETHYLAMINO)ETHOXY]ETHYL}-5-METHYLURIDINE 5'-(DIHYDROGEN PHOSPHATE)	C16 H28 N3 O10 P
LG1	1	3,11-DIFLUORO-6,8,13-TRIMETHYL-8H-QUINO[4,3,2-KL]ACRIDIN-13-IUM	C22 H17 F2 N2 1
CRD	1	(2E)-BUT-2-ENAL	C4 H6 O
MXG	1	2-(1-{2-[4-(2-ACETYLAMINO-PROPIONYLAMINO)-4-CARBOXY-BUTYRYLAMINO]-6-AMINO-HEXANOYLAMINO}-2-OXO-ETHYL)-5-METHYLENE-5,6-DIHYDRO-2H-[1,3]THIAZINE-4-CARBOXYLIC ACID	C24 H36 N6 O9 S
1NH	1	(2E,6E)-8-[(3-BENZOYLBENZYL)OXY]-3,7-DIMETHYLOCTA-2,6-DIENYL TRIHYDROGEN DIPHOSPHATE	C24 H30 O9 P2
2NH	1	N-ACETYL-S-[(2E,6E)-3,7,11-TRIMETHYLDODECA-2,6,10-TRIENYL]-L-CYSTEINYL-D-VALYL-L-ISOLEUCYL-L-METHIONINE	C36 H62 N4 O6 S2
CR3	1	2-{5-[AMINO(IMINIO)METHYL]-1H-INDOL-2-YL}-6-(CYCLOPENTYLOXY)BENZENOLATE	C20 H21 N3 O2
950	1	2-{5-[AMINO(IMINIO)METHYL]-6-FLUORO-1H-BENZIMIDAZOL-2-YL}-6-ISOBUTOXYBENZENOLATE	C18 H19 F N4 O2
972	1	2-{5-[AMINO(IMINIO)METHYL]-6-CHLORO-1H-BENZIMIDAZOL-2-YL}-6-ISOBUTOXYBENZENOLATE	C18 H19 CL N4 O2
991	1	2-{5-[AMINO(IMINIO)METHYL]-6-CHLORO-1H-INDOL-2-YL}-6-(CYCLOPENTYLOXY)BENZENOLATE	C20 H20 CL N3 O2
783	1	3-{5-[AMINO(IMINIO)METHYL]-1H-INDOL-2-YL}-5-METHOXY-1,1'-BIPHENYL-2-OLATE	C22 H19 N3 O2
312	1	2-(5-{5-[AMINO(IMINIO)METHYL]-1H-BENZIMIDAZOL-2-YL}-2'-METHOXY-6-OXIDO-1,1'-BIPHENYL-3-YL)SUCCINATE	C25 H20 N4 O6 -2
693	1	2-(5-{5-[AMINO(IMINIO)METHYL]-1H-BENZIMIDAZOL-2-YL}-2'-FLUORO-6-OXIDO-1,1'-BIPHENYL-3-YL)SUCCINATE	C24 H17 F N4 O5 -2
802	1	2-{5-[AMINO(IMINIO)METHYL]-1H-BENZIMIDAZOL-2-YL}-4-FLUOROBENZENOLATE	C14 H11 F N4 O
607	1	2-(2'-AMINO-5-{5-[AMINO(IMINIO)METHYL]-1H-BENZIMIDAZOL-2-YL}-6-OXIDO-1,1'-BIPHENYL-3-YL)SUCCINATE	C24 H19 N5 O5 -2
678	1	(3-{5-[AMINO(IMINIO)METHYL]-1H-INDOL-2-YL}-5-BROMO-4-OXIDOPHENYL)ACETATE	C17 H13 BR N3 O3 -1
300	1	2-FORMYL-6-METHOXYPHENYL DIHYDROGEN PHOSPHATE	C8 H9 O6 P
843	1	N-ACETYL-N-[1-(1,1'-BIPHENYL-4-YLMETHYL)-2-OXOAZEPAN-3-YL]-O-PHOSPHONOTYROSINAMIDE	C30 H34 N3 O7 P
821	1	[4-((1Z)-2-(ACETYLAMINO)-3-{[1-(1,1'-BIPHENYL-4-YLMETHYL)-2-OXOAZEPAN-3-YL]AMINO}-3-OXOPROP-1-ENYL)-2-FORMYLPHENYL]ACETIC ACID	C33 H33 N3 O6
852	1	2-{4-[2-ACETYLAMINO-2-(1-BIPHENYL-4-YLMETHYL-2-OXO-AZEPAN-3-YLCARBAMOYL)-ETHYL]-2-CARBOXY-PHENYL}-MALONIC ACID	C34 H35 N3 O9
687	1	N-ACETYL-N-[1-(1,1'-BIPHENYL-4-YLMETHYL)-2-OXOAZEPAN-3-YL]-3-FORMYL-O-PHOSPHONOTYROSINAMIDE	C31 H34 N3 O8 P
822	1	N-ACETYL-N-[1-(1,1'-BIPHENYL-4-YLMETHYL)-2-OXOAZEPAN-3-YL]-4-[DIFLUORO(PHOSPHONO)METHYL]PHENYLALANINAMIDE	C31 H34 F2 N3 O6 P
853	1	5-[2-ACETYLAMINO-2-(1-BIPHENYL-4-YLMETHYL-2-OXO-AZEPAN-3-YLCARBAMOYL)-ETHYL]-2-CARBOXYMETHYL-BENZOIC ACID	C33 H35 N3 O7
493	1	{4-[2-ACETYLAMINO-2-(1-BIPHENYL-4-YLMETHYL-2-OXO-AZEPAN-3-YLCARBAMOYL)-ETHYL]-2-PHOSPHONO-PHENOXY}-ACETIC ACID	C32 H36 N3 O9 P
197	1	4-[2-ACETYLAMINO-2-(1-BIPHENYL-4-YLMETHYL-2-OXO-AZEPAN-3-YLCARBAMOYL)-ETHYL]-2-FORMYL-BENZOIC ACID	C32 H33 N3 O6
876	1	N-ACETYL-N-[1-(1,1'-BIPHENYL-4-YLMETHYL)-2-OXOAZEPAN-3-YL]-3,4-DIPHOSPHONOPHENYLALANINAMIDE	C30 H35 N3 O9 P2
262	1	2-FORMYLPHENYL DIHYDROGEN PHOSPHATE	C7 H7 O5 P
299	1	2,6-DIFORMYL-4-METHYLPHENYL DIHYDROGEN PHOSPHATE	C9 H9 O6 P
790	1	1,2,3,4-TETRAHYDROQUINOLIN-8-YL DIHYDROGEN PHOSPHATE	C9 H12 N O4 P
I59	1	HYDROXY(1-NAPHTHYL)METHYLPHOSPHONIC ACID	C11 H11 O4 P
772	1	2-CYANOQUINOLIN-8-YL DIHYDROGEN PHOSPHATE	C10 H7 N2 O4 P
219	1	CYCLOHEXYLMETHYL 2-FORMYLPHENYL HYDROGEN PHOSPHATE	C14 H19 O5 P
IS2	1	[(4-ETHYLPHENYL)AMINO]CARBONYLPHOSPHONIC ACID	C9 H12 N O4 P
PSN	1	BENZYL 2-FORMYLPHENYL HYDROGEN PHOSPHATE	C14 H13 O5 P
HPS	1	PHENYL DIHYDROGEN PHOSPHATE	C6 H7 O4 P
791	1	2-PHENYLMALONIC ACID	C9 H8 O4
256	1	PHENYL(SULFO)ACETIC ACID	C8 H8 O5 S
787	1	(PHENYL-PHOSPHONO-METHYL)-PHOSPHONIC ACID	C7 H10 O6 P2
336	1	4-{2-[4-(3,10-DIBROMO-8-CHLORO-6,11-DIHYDRO-5H-BENZO[5,6]CYCLOHEPTA[1,2-B]PYRIDIN-11-YL)PIPERIDIN-1-YL]-2-OXOETHYL}PIPERIDINE-1-CARBOXAMIDE	C27 H31 BR2 CL N4 O2
FR9	1	1-[(1R)-3-(6-{[(BENZYLAMINO)CARBONYL]AMINO}-1H-INDOL-1-YL)-1-(HYDROXYMETHYL)PROPYL]-1H-IMIDAZOLE-4-CARBOXAMIDE	C24 H26 N6 O3
X04	1	(2-AMINO-4-FORMYL-5-HYDROXY-6-METHYLPYRIDIN-3-YL)METHYL DIHYDROGEN PHOSPHATE	C8 H11 N2 O6 P
0XE	1	5,6-DIHYDROXY-4-OXO-2-PHENYL-4H-CHROMEN-7-YL BETA-D-GLUCOPYRANOSIDURONIC ACID	C21 H18 O11
0JW	1	(2E)-2-[(R)-AMINO(HYDROXY)METHYL]-3-(3,4-DIHYDROXYPHENYL)PROP-2-ENENITRILE	C10 H10 N2 O3
PDX	1	2,3-DI-O-SULFO-ALPHA-D-GLUCOPYRANOSE	C6 H12 O12 S2
NPY	1	NAPHTHALENE	C10 H8
NDH	1	(1R, 2S)-CIS 1,2 DIHYDROXY-1,2-DIHYDRONAPHTHALENE	C10 H10 O2
HF5	1	HF OXO CLUSTER HF5	H12 HF5 O21
HF3	1	SMALLEST HF-OXO-PHOSPHATE CLUSTER HF3	H7 HF3 O15 P
PHF	1	HF-OXO-PHOSPHATE CLUSTER PHF	H11 HF5 O23 P
PA2	1	PAROMOMYCIN (RING 2)	C6 H14 N2 O2
42B	1	4-AMINO-2-HYDROXYBUTANOIC ACID	C4 H9 N O3
MLM	1	3-AMINO-3-OXOPROPANOIC ACID	C3 H5 N O3
ADZ	1	9-METHYL-9H-PURIN-6-AMINE	C6 H7 N5
MQD	1	2-METHYLPENTANE-1,2,4-TRIOL	C6 H14 O3
FUR	1	FURAZOLIDONE	C8 H5 N3 O5
ANQ	1	ACENAPHTHENEQUINONE	C12 H6 O2
GDA	1	4-DEOXY-4-AMINO-BETA-D-GLUCOSE	C6 H13 N O5
FLG	1	FLUORESCEINYLTHIOUREIDO	C23 H18 N2 O5 S
MF2	1	CIS-2,6-DIMETHYLMORPHOLINOOCTYLCARBAMYLESEROLINE	C15 H30 N2 O2
TLB	1	2'-O,3'-C-METHYLENE-ARABINOFURANOSYL-THYMINE-5'-MONOPHOSPHATE	C11 H15 N2 O9 P
AZN	1	ALIZARIN RED	C14 H8 O7 S
SUW	1	ME-A-9-N-(NAPHTHYL-2-CARBONYL)-AMINO-9-DEOXY-NEU5AC	C23 H28 N2 O9
XDL	1	XYLOSE-DERIVED ISOFAGOMINE LACTAM	C5 H9 N O2
BND	1	ME-A-N-BENZOYL-AMINO-9-DEOXY-NEU5AC	C19 H26 N2 O9
BDU	1	ME-A-9-N-(BIPHENYL-4-CARBONYL)-AMINO-9-DEOXY-NEU5AC	C25 H30 N2 O9
A8B	1	N-QUINOLIN-4-YL-N'-(1,2,3,4-TETRAHYDROACRIDIN-9-YL)OCTANE-1,8-DIAMINE	C30 H36 N4
